Doctor ID,Doctor Name,Doctor Score,Scoliosis Type
3325,Dr David W. Arnall Fayetteville GA ,5.0,dextroscoliosisstructuralcompensatory
3326,KAREN R. CHARRON WINTER PARK FL ,5.0,dextroscoliosisfunctional
3327,Dr Natanya Padachey Victoria BC ,4.0,dextroscoliosislevoscoliosisneuromuscular
3328,Dr JONATHAN M. WOOLFSON Atlanta GA ,4.75,compensatory
3329,EMILY FERREIRA ALBUQUERQUE NM ,5.0,dextroscoliosis
3331,dr ali wait phoenix az us,1.0,kyphosis
3332,Dr Aimee P. Vafaie Flower Mound TX ,4.5,idiopathic
3333,Dr BRENT Y. LEE Portland OR ,4.5,infantile
3334,Dr Jean Cloutier St. Sauveur QC ,4.0,juvenile
3335,dr dave testing chicago il us,2.75,lordosis
3336,dr tedi martin r ac vancouver bc ca,5.0,adolescent
3337,Dr Robyn Watts Richmond BC ,5.0,adult
3338,dr lusine simonyants thousand oaks ca us,5.0,dextroscoliosisstructuralcompensatory
3339,monique laplante winnipeg mb ca,5.0,dextroscoliosisfunctional
3341,Dr Sharon Fisher Sydney NSW ,4.5,compensatory
3342,Dr NIKESH SETH Phoenix AZ ,3.0,dextroscoliosis
3343,Dr MICHAEL R. KINNEY Arlington Hts IL ,4.0,levoscoliosis
3344,Dr Reza Movahed ST. LOUIS MO ,4.0,kyphosis
3345,Dr Vijaypal Arya New York NY ,4.0,idiopathic
3346,Dr Gavin Langille Houston TX ,4.0,infantile
3347,Dr KAREN H. KNIGHT Golden CO ,2.0,juvenile
3349,Dr SUSHIL R. PANDEY Sun City AZ ,5.0,adolescent
3350,Dr NATALYA GOLTYAPINA New York NY ,5.0,adult
3351,Dr SHARON L. PATERNO Paramus NJ ,5.0,dextroscoliosisstructuralcompensatory
3352,dr raghav guglani delhi dl in,4.75,dextroscoliosisfunctional
3353,dr mirianellys roque pembroke pines fl us,5.0,dextroscoliosislevoscoliosisneuromuscular
3355,Dr Eric H. Williams Towson MD ,4.5,dextroscoliosis
3356,Dr Arianna L. Papasikos Montclair NJ ,5.0,levoscoliosis
3357,Dr ROBERT R. WOLFF Waltham MA ,5.0,kyphosis
3358,Dr Daniel M Currie Burlington ON ,4.0,idiopathic
3360,dr taylor bean maple ridge bc ca,5.0,juvenile
3362,Dr GAWTHAM GUTTA Joliet IL ,3.0,adolescent
3363,Dr Mary D. Deherrera Codo Naperville IL ,2.0,adult
3364,Dr Jeff Bartlett Victoria BC ,4.0,dextroscoliosisstructuralcompensatory
3365,Dr Sukhbir Sony Singh Ottawa ON ,4.0,dextroscoliosisfunctional
3366,dr david taylor brisbane qld au 2,4.5,dextroscoliosislevoscoliosisneuromuscular
3367,Dr Rehan Riyaz Edmonton AB ,5.0,compensatory
3368,Dr Laura A. Goguen Boston MA ,4.0,dextroscoliosis
3369,Dr KENNETH M. KERNEN Troy MI ,5.0,levoscoliosis
3370,Dr Carol Chahine Montreal QC ,4.0,kyphosis
3372,Dr Ilesh A. Kurani Moline IL ,2.25,infantile
3373,Dr Matthew Bailly Winnipeg MB ,5.0,juvenile
3375,Dr JINA NAGHDI Herndon VA ,5.0,adolescent
3376,Dr CANDICE O. PERFETTO Palo Alto CA ,4.0,adult
3377,Dr RAMONA S. GEIDL Moscow ID ,5.0,dextroscoliosisstructuralcompensatory
3378,Dr Mark Krasny Dollard des Ormeaux QC ,4.0,dextroscoliosisfunctional
3379,Dr Olivia Cheng Collingwood ON ,4.0,dextroscoliosislevoscoliosisneuromuscular
3380,dr reena varade joliet il us,4.75,compensatory
3381,Dr Elisabeth Bastos Guelph ON ,5.0,dextroscoliosis
3382,Dr George A. Pazos Carmel NY ,4.5,levoscoliosis
3383,Dr Andrew J. Shapiro Wellington FL ,4.0,kyphosis
3384,Dr Erika Bell Scarborough ON ,5.0,idiopathic
3386,Dr Tammy E. Baker Knoxville TN ,4.0,juvenile
3387,dr lucie beaupre ottawa on ca,3.0,lordosis
3388,Dr GEORGE K. VAN OSTEN Winchester VA ,5.0,adolescent
3389,Dr Alena Polesin Morristown NJ ,4.0,adult
3390,Dr Doria A. Scortichini Geneva NY ,5.0,dextroscoliosisstructuralcompensatory
3392,Dr JACLYN A. ROSENZWEIG Abington PA ,5.0,dextroscoliosislevoscoliosisneuromuscular
3393,Dr MEHRA HOSSEINI Berkeley CA ,4.0,compensatory
3397,Dr Lali H. Sekhon Reno NV ,5.0,idiopathic
3398,Dr Ramkumar MD DM (Endocrinology) AIIMS Chennai TN ,5.0,infantile
3399,Dr Majid Fotuhi LUTHERVILLE MD ,4.0,juvenile
3400,LIANA CORLISS Portland OR ,5.0,lordosis
3402,Dr Molina B. Dayal St. LOUIS MO ,4.75,adult
3404,Dr Peter Spittaler Newcastle NSW ,3.25,dextroscoliosisfunctional
3405,Dr Sanford H. Levy Snyder NY ,5.0,dextroscoliosislevoscoliosisneuromuscular
3406,dr kurian thomas thrissur kl in,5.0,compensatory
3407,dr angela fingler calgary ab ca,5.0,dextroscoliosis
3408,lana lior model toronto on ca,5.0,levoscoliosis
3410,Dr Lesa Brookes Las Vegas NV ,4.0,idiopathic
3411,Dr Margaret Penny Calgary AB ,4.0,infantile
3412,ca on toronto eduard bercovici,4.75,juvenile
3414,Dr Sharon Fang Hinsdale IL ,5.0,adolescent
3415,dr sarabjit romana tcm p practiotioner acupuncturist surrey bc ca,5.0,adult
3416,Dr JUSTIN J. KRUER ERLANGER KY ,5.0,dextroscoliosisstructuralcompensatory
3417,Dr NDEGWA M. NJUGUNA Spokane WA ,4.5,dextroscoliosisfunctional
3418,dr waseema rehman kitchener on ca,4.75,dextroscoliosislevoscoliosisneuromuscular
3419,Dr James D. Gordon Tucson AZ ,4.0,compensatory
3420,Dr Chukwuka C. Okafor Lakeland FL ,5.0,dextroscoliosis
3421,Dr Christine Ellie Kudla New York NY ,4.25,levoscoliosis
3422,Dr MELISSA N. LAUNDER New Port Richey FL ,4.0,kyphosis
3423,dr adrienne zarifis bsc nd oakville on ca,5.0,idiopathic
3424,Dr Michael R. Mills Phoenix AZ ,4.0,infantile
3425,Dr Ariyan Srividya Phoenix AZ ,3.0,juvenile
3426,dr richard lobbenberg toronto on ca,5.0,lordosis
3427,Dr Della Summers Kamloops BC ,4.0,adolescent
3428,Dr Fanny Szutu Bowmanville ON ,4.0,adult
3429,Dr Tina C. Bunch Austin TX ,3.0,dextroscoliosisstructuralcompensatory
3430,Dr Ian S. Benison BOYNTON BEACH FL ,5.0,dextroscoliosisfunctional
3431,dr tetiana mamontova leeds eng uk,4.5,dextroscoliosislevoscoliosisneuromuscular
3432,Dr Wylie Goodman NEW YORK NY ,4.0,compensatory
3434,Dr STEPHANIE A. OTIS St. Louis MO ,5.0,levoscoliosis
3435,Dr Lois E. Smith Boston MA ,5.0,kyphosis
3436,Dr JANET D. PEARL Framingham MA ,3.0,idiopathic
3440,Nathalie Xian Yi Yan Hamilton ON ,3.0,adolescent
3442,Dr Hamid Mojab Toronto ON ,3.0,dextroscoliosisstructuralcompensatory
3443,Dr Raymond Little Kingwood TX ,4.0,dextroscoliosisfunctional
3444,Dr BRENDAN J. DALY San Diego CA ,4.75,dextroscoliosislevoscoliosisneuromuscular
3445,Dr ARTHUR P. VASEN ocean NJ ,4.0,compensatory
3446,JEFFREY P. GARRETT Orlando FL ,5.0,dextroscoliosis
3447,Dr Cheryl J. Rubin AIRMONT NY ,4.25,levoscoliosis
3448,Dr MICHAEL G. SAAD Downers Grove IL ,1.0,kyphosis
3449,Dr Charles Gaudet Portsmouth NH ,5.0,idiopathic
3450,Dr MICHAEL L. WALKER Fredericksburg TX ,5.0,infantile
3452,Dr Glenn Garlock High River AB ,4.0,lordosis
3453,Dr STACEY A. MILLER SMITH Princeton NJ ,5.0,adolescent
3454,Dr Edward Licitra Hillsborough NJ ,4.75,adult
3455,Dr NEIL MUSHLIN Phoenixville PA ,5.0,dextroscoliosisstructuralcompensatory
3456,Dr Elissa Gropen Riverside CA ,4.0,dextroscoliosisfunctional
3457,Dr Reggie A. Vaden KEOSAUQUA IA ,3.5,dextroscoliosislevoscoliosisneuromuscular
3459,ca on ottawa dr jill firestone,4.5,dextroscoliosis
3460,Dr Clayton Frenzel Arlington TX ,5.0,levoscoliosis
3461,Dr Dana M. Goldberg Jupiter FL ,5.0,kyphosis
3462,Dr Natalie Brothers Halifax NS ,5.0,idiopathic
3463,dr erica kader beaconsfield qc ca,5.0,infantile
3466,Ling Duan Sherwood Park AB ,3.0,adolescent
3467,Dr JULIA L. IAFRATE ROCHESTER MN ,5.0,adult
3469,Dr JENNIFER PHY LUBBOCK TX ,5.0,dextroscoliosisfunctional
3470,dr lisa d tran new york ny us,5.0,dextroscoliosislevoscoliosisneuromuscular
3471,Dr Christopher B. Aiken Winston Salem NC ,3.75,compensatory
3472,dr camila caro toronto on ca,4.75,dextroscoliosis
3473,Dr Sophie Mottard Montreal QC ,4.25,levoscoliosis
3474,Dr Mark Greaves hillsborough NJ ,4.0,kyphosis
3475,Dr Miller Smith Calgary AB ,4.0,idiopathic
3476,Dr Mark Perloe Atlanta GA ,4.5,infantile
3477,Dr RUBEN VELEZ Dallas TX ,5.0,juvenile
3478,Dr Roy W. Langley FAIRFAX VA ,2.75,lordosis
3479,Dr PATRICIA A. DICKERSON Dayton OH ,3.75,adolescent
3480,Dr Tina B. Koopersmith Sherman Oaks CA ,4.0,adult
3481,Dr Anthony Bella Ottawa ON ,4.25,dextroscoliosisstructuralcompensatory
3482,Dr Sunil Verma Toronto ON ,4.5,dextroscoliosisfunctional
3483,Dr KELLY L. MCALVANY ROCHESTER MN ,3.5,dextroscoliosislevoscoliosisneuromuscular
3484,Dr ALENDIA HARTSHORN ASHEVILLE NC ,2.0,compensatory
3485,LUIS FUENTES Miami FL ,5.0,dextroscoliosis
3486,Dr ROY R. RUBINFELD BETHESDA MD ,4.75,levoscoliosis
3487,Dr DEBORAH P. WUBBEN Madison WI ,4.25,kyphosis
3488,dr jennifer l brannon portland or us,4.75,idiopathic
3491,Dr Amy D. Lazar Bridgewater NJ ,4.25,lordosis
3492,Dr UZMA F. MEHDI Dallas TX ,5.0,adolescent
3493,dr benjamin ditty greensboro nc us,5.0,adult
3494,Dr ALISSA D. ABENTROTH Helena MT ,3.0,dextroscoliosisstructuralcompensatory
3495,dr onyeka obioha beverly hills ca us,4.5,dextroscoliosisfunctional
3496,Dr Varada Nargund Teaneck NJ ,4.75,dextroscoliosislevoscoliosisneuromuscular
3497,Dr Rony Elias New York NY ,4.75,compensatory
3499,Dr S. R VENUTURUPALLI West Hollywood CA ,5.0,levoscoliosis
3500,Dr Anil Kapoor Hamilton ON ,3.75,kyphosis
3501,Dr Cory Liss Calgary AB ,4.75,idiopathic
3502,Dr Shahzad M. Hashmi Lawrenceville GA ,4.25,infantile
3503,Dr ABDULLAH M. YONAN Peoria AZ ,4.0,juvenile
3505,KIERSTIN NEBEKER IDAHO FALLS ID ,4.0,adolescent
3506,Dr Andreas Kluftinger Kelowna BC ,4.0,adult
3507,dr david lee oshawa on ca,5.0,dextroscoliosisstructuralcompensatory
3508,Dr David A. McLain Birmingham AL ,4.0,dextroscoliosisfunctional
3509,dr ellen ngo plano tx us,5.0,dextroscoliosislevoscoliosisneuromuscular
3510,Dr Steven L. PENCE New Port Richey FL ,5.0,compensatory
3512,Dr Anuj Pall Gurgaon HR ,4.5,levoscoliosis
3514,Dr Leslie A. Meng Metairie LA ,4.0,idiopathic
3515,Dr JULIE ANN PHENCO SANTA ROSA CA ,5.0,infantile
3516,Dr Lisa Breslauer Chatham NJ ,3.0,juvenile
3517,Dr H. Eisenberg Newmarket ON ,4.0,lordosis
3518,Dr Holger Noelle ASHBURN VA ,4.5,adolescent
3519,Dr Kathy A. Banks Barnegat NJ ,3.0,adult
3520,lauren a willmer paragould ar us,5.0,dextroscoliosisstructuralcompensatory
3521,Dr Sharon Barber Regina SK ,4.0,dextroscoliosisfunctional
3522,Dr Vahid Sahiholnasab Vancouver BC ,5.0,dextroscoliosislevoscoliosisneuromuscular
3523,Dr Susan Williamson Tempe AZ ,5.0,compensatory
3524,Dr TERESA M. FERGUSON St. Louis MO ,3.0,dextroscoliosis
3525,dr amy john iselin nj us,5.0,levoscoliosis
3526,Dr Michele Koo St. LOUIS MO ,4.75,kyphosis
3527,Dr Jaimela J. Dulaney Port Charlotte FL ,2.5,idiopathic
3528,FRAGRANCE BUMATAY BUENA PARK CA ,5.0,infantile
3529,Dr MITCHEL S. GODAT Memphis TN ,5.0,juvenile
3531,Dr Andrew P. Kontos Fort Myers FL ,4.0,adolescent
3533,Dr Brett S. Kotlus Shelby Township MI ,4.0,dextroscoliosisstructuralcompensatory
3535,Dr Lawrence Aoun Windsor ON ,4.0,dextroscoliosislevoscoliosisneuromuscular
3536,Dr Christopher Jackman St. John_apos_s NL ,4.0,compensatory
3537,Dr RYUN J. LEE Newport News VA ,5.0,dextroscoliosis
3539,Xu Yang New York NY ,4.75,kyphosis
3540,Dr Valdine Scott Winnipeg MB ,4.5,idiopathic
3541,Dr DAWN MARIE DE CASTRO ANDOVER MA ,4.75,infantile
3542,Dr Rick R. Tague Leawood KS ,4.0,juvenile
3543,Dr Elizabeth Davis New Port Richey FL ,5.0,lordosis
3545,XIAOQI JIANG BOYNTON BEACH FL ,5.0,adult
3546,Dr Sean A. Jebraili LANSDOWNE VA ,4.0,dextroscoliosisstructuralcompensatory
3547,Dr Dan Handelsman Briarcliff Manor NY ,5.0,dextroscoliosisfunctional
3548,dr jack chang new westminster bc ca,4.5,dextroscoliosislevoscoliosisneuromuscular
3549,Dr Kian Karimi Los Angeles CA ,5.0,compensatory
3550,Dr Andree Anne Talbot Montreal QC ,4.0,dextroscoliosis
3551,Dr Amy S. Burhanna CAPE MAY COURT HOUSE NJ ,1.0,levoscoliosis
3553,Dr Nicholas Chadi Montreal QC ,5.0,idiopathic
3554,Dr YAMILETH D. NICOLAU CLEGHORN HUMBLE TX ,4.75,infantile
3555,dr yazan alia lombard il us,5.0,juvenile
3556,dr eric beights ocean nj us,4.5,lordosis
3557,Dr Karin P. Bigman Ormond Beach FL ,3.25,adolescent
3558,dr angelique pillar towson md us,4.75,adult
3559,Dr Peri Gunay Costa Mesa CA ,4.0,dextroscoliosisstructuralcompensatory
3561,dr mohammad mokhtari barrie on ca 2,5.0,dextroscoliosislevoscoliosisneuromuscular
3562,Dr Kelly Powers Greenwich CT ,4.0,compensatory
3563,Dr CHRISTIAN L. Bonasso Westerville OH ,5.0,dextroscoliosis
3564,Dr Semira Bayati Newport Beach CA ,5.0,levoscoliosis
3567,Dr Mark Nixon Guelph ON ,5.0,infantile
3569,Dr Allison V. Menezes Bradenton FL ,4.5,lordosis
3570,Dr Saba Samee Clinton MD ,4.75,adolescent
3571,Dr Michelle Warren New York NY ,4.0,adult
3572,dr shannon morgenstern nd calgary ab ca,4.75,dextroscoliosisstructuralcompensatory
3573,Dr Denis Nagy Victoria BC ,4.0,dextroscoliosisfunctional
3574,Dr Sheila G. Levin Rockville MD ,3.0,dextroscoliosislevoscoliosisneuromuscular
3575,Dr Dicky Baghat Goshen IN ,4.25,compensatory
3576,Dr Mary Dr. Powers Long Beach CA ,5.0,dextroscoliosis
3577,Dr Rupesh Parikh Henderson NV ,4.0,levoscoliosis
3578,Dr Edwin Dejesus Orlando FL ,4.75,kyphosis
3580,Dr NANCY B. EISELE WICHESTER VA ,4.75,infantile
3581,Dr Lauren Spevack Montreal QC ,4.5,juvenile
3582,Dr Mahsa Farsh Chi Vancouver BC ,4.25,lordosis
3583,Dr Jagatjit Dhillon Calgary AB ,5.0,adolescent
3584,Dr Haleh Pazwash Ridgewood NJ ,4.0,adult
3585,Dr Howard Allan Fishbein Irvine CA ,4.75,dextroscoliosisstructuralcompensatory
3588,Dr Marc Sutton Toronto ON ,5.0,compensatory
3590,Dr Omar Atassi Neenah WI ,5.0,levoscoliosis
3591,Dr David I. Levy San Diego CA ,5.0,kyphosis
3592,Dr Marjorie Saul West Chester PA ,4.0,idiopathic
3593,Dr Catherine Cho Calgary AB ,5.0,infantile
3595,Dr Brenda Li Toronto ON ,4.0,lordosis
3596,Dr PAUL KOGAN Phoenix AZ ,5.0,adolescent
3597,dr bindu umapathi washington dc us,5.0,adult
3598,Dr Shiri Nulliah Edmonton AB ,5.0,dextroscoliosisstructuralcompensatory
3599,dr e altagrace hanley richmond va us,2.0,dextroscoliosisfunctional
3603,Dr Henry R. Diggelmann MASON CITY IA ,5.0,levoscoliosis
3605,Dr ANGELA C. MIX Plano TX ,4.75,idiopathic
3607,Dr Jillian Ogrady Regina SK ,4.75,juvenile
3609,Dr Denise L. Rable Tulsa OK ,4.0,adolescent
3610,Dr Karen Diane Edstrom Hamilton ON ,3.0,adult
3611,Dr Glen Partnoy Toronto ON ,3.75,dextroscoliosisstructuralcompensatory
3612,Dr KATHERINE KHALIFEH Fairfax VA ,5.0,dextroscoliosisfunctional
3613,Dr Yosef Nahmias Oakville ON ,5.0,dextroscoliosislevoscoliosisneuromuscular
3615,Dr MARY ES BEAVER Houston TX ,4.5,dextroscoliosis
3616,Dr GRZEGORZ P. KURZYDLO Humble TX ,3.0,levoscoliosis
3617,Dr JOSEF A. SHEHEBAR Morristown NJ ,5.0,kyphosis
3618,Dr Nida Basit Calgary AB ,4.0,idiopathic
3619,Dr David Ewing Bui Sudbury ON ,5.0,infantile
3621,Dr Jason K. Tam Markham ON ,5.0,lordosis
3623,Dr FRANCES M. KRAY Harrisonburg VA ,5.0,adult
3624,Dr Jeffrey Schacter Calgary AB ,5.0,dextroscoliosisstructuralcompensatory
3626,Dr Abid Qureshi Walnut Creek CA ,5.0,dextroscoliosislevoscoliosisneuromuscular
3627,dr barjinder singh cheema etobicoke on ca,5.0,compensatory
3628,Dr Eugene Katz TOWSON MD ,4.0,dextroscoliosis
3629,Dr Brian G. Buggie New York NY ,3.5,levoscoliosis
3630,Dr ROBIN L. JONES Seattle WA ,4.75,kyphosis
3631,Dr Mina Foroohar Arlington Heights IL ,5.0,idiopathic
3632,Dr Jesse M. Olmedo Goodyear AZ ,4.0,infantile
3633,Dr Kenneth P. Pages Tampa FL ,3.0,juvenile
3634,Dr Susan Zito Largo FL ,4.0,lordosis
3638,Dr JEANNE L. MOORE Laguna Niguel CA ,4.0,dextroscoliosisfunctional
3640,Dr Arun Rajasekaran Markham ON ,5.0,compensatory
3641,Dr Mindy Beth Lipson Avondale AZ ,4.0,dextroscoliosis
3643,Dr LAUREN G. SOWREY Austin TX ,5.0,kyphosis
3644,Dr Shawn C. Ciecko Staten Island NY ,4.0,idiopathic
3646,Dr KELLI O. STEVENS HOUSTON TX ,5.0,juvenile
3647,Dr Balraj Sharma Victoria BC ,5.0,lordosis
3648,Dr CLAUDIA GINSBERG Morristown NJ ,4.25,adolescent
3649,Dr Deri M. Lewis Dallas TX ,4.75,adult
3650,Dr Jonathan McVicar Richmond BC ,4.0,dextroscoliosisstructuralcompensatory
3651,Dr Luis G. Quinonez Edmonton AB ,4.75,dextroscoliosisfunctional
3653,Dr Michael Omidi BEVERLY HILLS CA ,5.0,compensatory
3655,dr salim mana pickering on ca,5.0,levoscoliosis
3656,Dr Erika Campbell Naples FL ,5.0,kyphosis
3657,Dr ROBERT W. GRANT Savannah GA ,5.0,idiopathic
3658,Dr Amie Wolf Mehlman Montclair NJ ,4.0,infantile
3659,Dr LEAH C. FOLB Houston TX ,4.5,juvenile
3661,Dr ANASTASIA TRABAND Wynnewood PA ,4.75,adolescent
3662,Dr Diana Levin Valencia Yonkers NY ,5.0,adult
3663,Dr David W. SHOEMAKER Venice FL ,4.0,dextroscoliosisstructuralcompensatory
3665,dr katie coombs nd calgary ab ca,4.0,dextroscoliosislevoscoliosisneuromuscular
3666,Dr Kerry Salsberg Toronto ON ,5.0,compensatory
3667,Dr Stephen G. Hendrix Savannah GA ,5.0,dextroscoliosis
3668,Dr Dean Elterman Toronto ON ,3.0,levoscoliosis
3669,Dr Sheetal Sapra Oakville ON ,4.5,kyphosis
3670,Dr Gabriel Fanous Montreal QC ,4.0,idiopathic
3671,dr nader attalla calgary ab ca,4.75,infantile
3672,dr rena citron windsor on ca,4.75,juvenile
3673,Dr MOLLY S. RUTHERFORD Roanoke VA ,5.0,lordosis
3676,Dr Justin Arseneau North York ON ,5.0,dextroscoliosisstructuralcompensatory
3679,dr judith redd boca raton fl us,5.0,compensatory
3680,Dr William Figlesthaler MIAMI FL ,4.0,dextroscoliosis
3685,dr katelyn mudry cranbrook bc ca,4.75,juvenile
3687,Dr Jesse Petreman Nanaimo BC ,4.75,adolescent
3689,Dr Tara Price Waterloo ON ,5.0,dextroscoliosisstructuralcompensatory
3690,dr singh nd ottawa on ca,5.0,dextroscoliosisfunctional
3692,Dr JOSHUA M. COHEN New York NY ,4.0,compensatory
3694,Dr Kathy Yu Syken Hungtington Beach CA ,3.0,levoscoliosis
3695,Dr Brian S. Nelson Longmont CO ,5.0,kyphosis
3696,Dr Michelle L. Heintges Dallas TX ,4.0,idiopathic
3697,Dr MARIAN H. HARRIS Boston MA ,5.0,infantile
3698,Dr MAMTA T. CHOKSI New Port Richey FL ,5.0,juvenile
3699,Dr Christopher Herriot Fort St John BC ,4.5,lordosis
3700,Dr Eric J. Potthoff Mason City IA ,5.0,adolescent
3701,Dr Jacqueline Smith Auguste Toronto ON ,5.0,adult
3702,Dr Nirav A. Shah Palos Heights IL ,5.0,dextroscoliosisstructuralcompensatory
3703,Dr MARK S. NESTOR Miami FL ,4.75,dextroscoliosisfunctional
3704,Dr Jeanine Connolly Blue Island IL ,2.0,dextroscoliosislevoscoliosisneuromuscular
3705,Dr Stefanie Green Victoria BC ,4.5,compensatory
3706,Dr Mark E. Lassise Mason City IA ,5.0,dextroscoliosis
3707,Dr Julia Stanford Arlington VA ,3.0,levoscoliosis
3709,Dr LINDSEY C. KARAVITES CHICAGO IL ,5.0,idiopathic
3712,Dr Mark Sherman Dollard Des Ormeaux QC ,3.0,lordosis
3713,Dr Daniel Shasha New York NY ,4.5,adolescent
3714,Dr James C. Hays Atlanta GA ,4.5,adult
3716,Dr Marc Beaupre Ottawa ON ,4.0,dextroscoliosisfunctional
3717,Dr Mark E. Crispin ATLANTA GA ,5.0,dextroscoliosislevoscoliosisneuromuscular
3718,dr tillman hudson tulsa ok us,5.0,compensatory
3719,Dr Anita N. Wasan LANSDOWNE VA ,3.5,dextroscoliosis
3720,Dr RACHEL BLOOM New York NY ,5.0,levoscoliosis
3721,Dr ANTONELLA R. LEARY LAKE WORTH FL ,3.0,kyphosis
3722,Dr RYON E. PARKER LAS VEGAS NV ,5.0,idiopathic
3723,Dr Laura B. Ottaviani Bradenton FL ,5.0,infantile
3724,Dr LEVI PEARSON Chevy Chase MD ,5.0,juvenile
3725,Dr Jay Seitz New York NY ,4.0,lordosis
3728,Dr Mackey Quinlan Shreveport LA ,5.0,dextroscoliosisstructuralcompensatory
3729,Dr Dawn R. Buratti Encino CA ,5.0,dextroscoliosisfunctional
3730,Dr Robert J. Schneider ST. LOUIS MO ,3.0,dextroscoliosislevoscoliosisneuromuscular
3731,Dr DAVID F. SCOTT Spokane WA ,5.0,compensatory
3732,Dr AMANDA H. HENDRICKS Rincon GA ,4.5,dextroscoliosis
3734,Zakia Bourhila Orlando FL ,5.0,kyphosis
3735,Dr Paul M. Espinoza Lexington SC ,4.0,idiopathic
3739,Dr RAJESH MANAM Tacoma WA ,5.0,adolescent
3740,Dr Corey P. Rothrock Sioux Falls SD ,5.0,adult
3741,Dr JULIE WOODWARD Durham NC ,4.75,dextroscoliosisstructuralcompensatory
3742,Dr JOHN A. ROBINSON SCOTTSDALE AZ ,4.0,dextroscoliosisfunctional
3743,Dr Kostas Ioannou Vancouver BC ,5.0,dextroscoliosislevoscoliosisneuromuscular
3744,Dr ADAM J. BAKKER EDINA MN ,4.5,compensatory
3747,Dr Elizabeth Dimovski Brampton ON ,5.0,kyphosis
3748,Dr FARES DIARBAKERLI Clifton NJ ,4.0,idiopathic
3749,Dr Brian W. Christensen Rexburg ID ,5.0,infantile
3750,Dr Anna C. Nackley BEDFORD TX ,5.0,juvenile
3751,Dr Steven P. ADLER PEARL RIVER NY ,5.0,lordosis
3753,colleen bruce vancouver bc ca,5.0,adult
3755,dr alison e zimon ccrm newton ma us,4.0,dextroscoliosisfunctional
3756,Dr Eric N. Lutsky New York NY ,5.0,dextroscoliosislevoscoliosisneuromuscular
3757,Dr JOSHUA L. KRASS KALISPELL MT ,5.0,compensatory
3758,Dr Mary M. Li Spring Hill FL ,3.5,dextroscoliosis
3759,Dr MARLO O. VAN STEYN Upper Arlington OH ,5.0,levoscoliosis
3761,Dr ALBERT Peters Phillipsburg NJ ,4.0,idiopathic
3762,Dr Ajeet Ghumman Vaughan ON ,5.0,infantile
3763,Dr OLUSEGUN A. OSENI Weatherford TX ,3.0,juvenile
3764,Dr Leah Schiller Frisco TX ,4.5,lordosis
3765,dr mathieu powell montreal qc ca,4.0,adolescent
3766,Dr Lillian Esses Winnipeg MB ,5.0,adult
3769,Dr Joseph Schwann Calgary AB ,3.0,dextroscoliosislevoscoliosisneuromuscular
3770,Dr Bahman Sotoodian Edmonton AB ,5.0,compensatory
3771,Dr Jaime Rojas Wingham ON ,5.0,dextroscoliosis
3773,Dr Steven W. Domnitz WAYNE NJ ,4.0,kyphosis
3775,dr shriharsha bhusanur bangalore ka in,5.0,infantile
3776,Dr SUZANNE G. ELTON Overland Park KS ,5.0,juvenile
3779,Dr Osamah Alenezi Vancouver BC ,5.0,adult
3782,Dr Joshua H. Mandelberg Los Angeles CA ,5.0,dextroscoliosislevoscoliosisneuromuscular
3783,Dr K. Neena Chima Wayne NJ ,3.75,compensatory
3784,Dr Sue Ellen Carpenter Atlanta GA ,4.5,dextroscoliosis
3786,Dr LEAH R. URBANOSKY HINSDALE IL ,4.0,kyphosis
3787,Dr CHARLES A. MACNEILL Atlanta GA ,5.0,idiopathic
3788,dr tanya talwar thornhill on ca,4.0,infantile
3789,Dr Alan J. Diamond SILVER SPRING MD ,4.5,juvenile
3790,Dr Spencer A. Holover New Hyde Park NY ,5.0,lordosis
3791,dr goldees liaghati nasseri fort mcmurray ab ca,4.75,adolescent
3792,Dr SUNEETHA BUDAMPATI Fairfax VA ,4.0,adult
3793,Dr Michael C. MALONEY Sarasota FL ,4.75,dextroscoliosisstructuralcompensatory
3796,Dr Daniel S. Durrie Overland Park KS ,4.25,compensatory
3800,Dr Bikash Bose NEWARK DE ,4.5,idiopathic
3801,Dr John K. Hong BOLINGBROOK IL ,4.75,infantile
3802,Dr Peter MANN San Diego CA ,2.75,juvenile
3803,Dr W. Sunny Chan Kanata ON ,4.25,lordosis
3804,Dr JEAN UNG WINFIELD IL ,3.0,adolescent
3805,Dr Kelly Norman Ottawa ON ,5.0,adult
3806,Dr GRETCHEN HEINSEN Plantation FL ,3.0,dextroscoliosisstructuralcompensatory
3807,Dr Kevin A. Vaught Cape Girardeau MO ,5.0,dextroscoliosisfunctional
3808,dr sophie lertruchikun langley bc ca,5.0,dextroscoliosislevoscoliosisneuromuscular
3809,Enda Huo Winter Park FL ,5.0,compensatory
3811,JEFFREY M. SCHILT Spokane WA ,5.0,levoscoliosis
3812,Dr Paul S. Tamanaha GILBERT AZ ,4.0,kyphosis
3813,Dr JENNIFER M. ALMONTE GONZALEZ MCALLEN TX ,4.0,idiopathic
3814,Dr Pauline Lysak St. Albert AB ,5.0,infantile
3815,Johnny W. Leung Brooklyn NY ,5.0,juvenile
3816,Dr Jessica Ohlemacher Houston TX ,4.75,lordosis
3818,Dr Christopher A. Otiko Reseda CA ,5.0,adult
3819,Dr Lachen Bentaleb Pointe Claire QC ,3.75,dextroscoliosisstructuralcompensatory
